job_no,domain,roles,companies,locations,experience,salaries,skills
1511,Marketing,Content Marketer,Cloudkeeper,Delhi / NCR,1-3 Yrs,Not Disclosed,"SEO Writing,Content Marketing,Technical Content Writing,Content Writing,Content,Technical writing,SEO,Technical"
1512,Marketing,Growth Content Marketer,Zylu Business Solutions,Bengaluru(Doddakallasandra),3-5 Yrs,4.8-8 Lacs PA,"Growth Marketing,B2B Marketing,Content Marketing,Saas Marketing,Social Media Marketing,SEO,Social media,B2B"
1513,Marketing,Content Marketing - Sr . Executive,Ksquare99 Media Services,Gurugram,0-3 Yrs,Not Disclosed,"digital marketing,content editing,content management,editing,creative writing,marketing,blog writing,content development"
1514,Marketing,Specialist - Content Marketing,Evoort Solutions,Ahmedabad,2-3 Yrs,Not Disclosed,"Content Marketing,social media platforms,Digital Marketing,Campaign Management,content strategy,Marketing,Management,Campaigns"
1515,Marketing,Marketing Content Specialist,SCI Automation Pte Ltd,Chennai,2-4 Yrs,Not Disclosed,"KeyShot,Blender,video shooting,3D rendering,Content creation,content marketing,IP camera,Marketing"
1516,Marketing,Manager - Content Marketing,Fabindia,Faridabad,6-7 Yrs,Not Disclosed,"marketing strategies,content editing,seo writing,market research,media,marketing management,research,content creation"
1517,Marketing,Content and Marketing Manager,QX Global Group,Remote,5-10 Yrs,Not Disclosed,"Content Marketing,SEO Analysis,SMO,SEM,SEO,Social Media Optimization,Search Engine Optimization,Content Optimization"
1518,Marketing,Head-Content Marketing,Altxen,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"Content strategy,Lead generation,B2B,Head Business Development,content marketing,Management,SEO,Customer engagement"
1519,Marketing,Product & Content Marketing Manager,Soprema Group,Gurugram,9-12 Yrs,Not Disclosed,"Content Development & Marketing,Marketing Strategy,Brand Marketing,Brand Building,knowledge of digital platforms,Traditional Marketing,basic SEO,Market Intelligence & Segment Targeting"
1520,Marketing,Manager Content Marketing(Copy Writing),Simplilearn,Bengaluru,4-9 Yrs,Not Disclosed,"Product launch,Copy writing,Brand strategy,Social media,Journalism,content marketing,Marketing communication,Product marketing"
1521,Marketing,Content Marketer,Parampara Naturals,Nagpur,0-2 Yrs,1.75-3 Lacs PA,"Content Creation,Content Marketing,PR,PPC,Content Generation,Social Media,Campaigns,Social Media Marketing"
1522,Marketing,Content Marketing Specialist,Peluche,New Delhi,0-3 Yrs,Not Disclosed,"Accessories,Content strategy,SIDE,Social media,Corporate,ISS,Brand communication,content marketing"
1523,Marketing,Content Marketer,IT Dwell Technologies,Indore,0-3 Yrs,Not Disclosed,"Content marketers,Marketing,Content Marketing,Content"
1524,Marketing,Associate Content Marketing Manager : Socials,Scaler Academy,Bengaluru,4-9 Yrs,Not Disclosed,"Health insurance,Social media,Packaging,Manager Technology,Video editing,Dms,content marketing,Individual Contributor"
1525,Marketing,Influencer Marketing Content Manager,Godrej & Boyce (G&B),Mumbai Suburban,4-7 Yrs,6-16 Lacs PA,"Influencer Marketing,Campaign Planning,Content Planning,Team Leadership,Campaign Execution,Content Strategy,Influencing,Content Marketing"
1526,Marketing,Marketing Content Specialist,Jade Global,Pune,8-13 Yrs,Not Disclosed,"Industry research,Brand positioning,Team management,Project management,Manager Quality Control,SEO,Oracle,Analytics"
1527,Marketing,Content Marketer,Amudhalakshmi Systems,Chennai,0-2 Yrs,Not Disclosed,"Content Marketers,Content,Marketing,Content Marketing"
1528,Marketing,Content & Growth Marketer,EnscureX Software Pvt Ltd,"Hybrid - Nagpur, Ahmedabad, Mumbai (All Areas)",1-4 Yrs,1-3 Lacs PA,"Artificial Intelligence,Digital Strategy,Content Strategy,Linkedin Marketing,Instagram Marketing,Content Marketing,Social Media Marketing,Paid Marketing"
1529,Marketing,SEO - Content Marketing & Link Building Specialist,Nevina Infotech,Ahmedabad,2-5 Yrs,Not Disclosed,"Automation,Web technologies,Data research,Schema,Link exchange,content marketing,Link building,SEO"
1530,Marketing,Content Marketing Manager,CACTUS Communications,Mumbai,3-5 Yrs,Not Disclosed,"Publishing,Google Analytics,Focus,Wordpress,CMS,Production Manager,content marketing,SEO"
1531,Marketing,Manager Content Marketing,Religiate Interactive Brand Consulting,Hyderabad,3-5 Yrs,Not Disclosed,"Laptop,English,SAN,Content Manager,Publishing,Email marketing,Social media,content marketing"
1532,Marketing,Manager - Content Marketing,Simplilearn,Bengaluru(HSR Layout),4-6 Yrs,Not Disclosed,"Short Form,Content Marketing,Copy Writing,Content Writing,Long Form,Campaigns,Branding,Advertising"
1533,Marketing,Content Marketer,Growth Jockey,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Not Disclosed,"editorial,email marketing,marketing strategy,advertising,content strategy,content management,research,content creation"
1534,Marketing,Content Marketer,Skimbox Technologies Pvt Limited,Bengaluru,0-1 Yrs,Not Disclosed,"Content strategy,Content management,Google Analytics,Social media,Wordpress,CMS,SEM,SEO"
1535,Marketing,Content Marketing Manager,Pulsus Healthtech,Hyderabad,1-6 Yrs,Not Disclosed,"Google Analytics,digital content,Pharma,Analytical,Strategic planning,Healthcare,Brand awareness,content marketing"
1536,Marketing,Copy Writer / Content Marketer,American Technology Consulting,Hyderabad,1-4 Yrs,Not Disclosed,"Content strategy,Technology consulting,Time management,Social media,Customer retention,content marketing,Research,SEO"
1537,Marketing,Content Marketing Manager,Maynor Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"B2B Marketing,Brand positioning,B2B,Staffing,Consulting,Manager Technology,Consultancy,content marketing"
1538,Marketing,Content / Marketing Manager,DEFTeam,Hyderabad,8-13 Yrs,Not Disclosed,"digital,digital marketing,branding,content editing,logistics,media,marketing management,editing"
1539,Marketing,Content Marketing Specialist,Exponential Ai Software Services,Hyderabad,6-8 Yrs,Not Disclosed,"B2B,Excel,Marketing planning,Healthcare,content marketing,Product marketing,Secondary research,Research"
1540,Marketing,Manager Influencer Content Marketing,Hire Best,Mumbai (All Areas),8-12 Yrs,12-14 Lacs PA,"Influencer Marketing,Content Creation,Youtube Marketing,Content Generation,Content Marketing,Social Media Marketing,Content Strategy,Content Management"
1541,Human Resources,HR Manager,DMart,Bengaluru,15-22 Yrs,Not Disclosed,"Contract Labour Management,IR Issues,Statutory Compliance,Labour Laws,Industrial Relations,Union Management,PMS,Plant Hr"
1542,Human Resources,Human Resource Manager,Easemytrip,"Noida, Gurugram",3-8 Yrs,Not Disclosed,"HR,HR Operations,Recruitment,HRMS,HR Strategy,Performance Management System,Human Resource Management,Corporate HR"
1543,Human Resources,Human Resource Manager,Leading Client,Hyderabad,4-5 Yrs,Not Disclosed,"Communication Skills,HRM,Payroll Management,Corporate HR,Talent Acquisition,Management,Resource,Hrsd"
1544,Human Resources,"Human Resources Manager, NISG",National Institute for Smart Government (NISG),"New Delhi, Delhi / NCR",8-10 Yrs,Not Disclosed,"HR Policy Formulation,Employee Engagement,Performance Management,Recruitment,Talent Acquisition,Manpower Planning,Hr Metrics,HR Strategy"
1545,Human Resources,Human Resource Manager,Leading Client,Hyderabad,5-10 Yrs,Not Disclosed,"Human Resource Management,screening,headhunting,HR,recruitment strategy,sourcing,Recruitment,Resource management"
1546,Human Resources,HR Manager / HR Executive,Prima Urban Scapes Pvt Ltd,Hyderabad(Banjara hills),5-8 Yrs,3.5-6 Lacs PA,"PF & ESI,HR Operations,Recruitment,Payroll Processing,Compliance Management,Onboarding & Exit Formalities,Attendance Management,Leave Management"
1547,Human Resources,Human Resource Manager,Leading Client,Hyderabad,2-3 Yrs,Not Disclosed,"HR Operations,Payroll Management,recruitment,Employee Engagement,Grievance Management,HR Policies,Hrsd,Policies"
1548,Human Resources,Human Resource Manager,Leading Client,Hyderabad,5-8 Yrs,Not Disclosed,"HR,Payroll Management,Labour Laws,Industrial Relations,Compliance Management,Statutory Compliance,Relationship,Hrsd"
1549,Human Resources,HR Manager,Leading Client,Hyderabad,2-5 Yrs,Not Disclosed,"Human Resource Management,HR Generalist Activities,Manpower Planning,HR Policy Formulation,Performance Management System,Labour Laws,Payroll Administration,Statutory Compliance"
1550,Human Resources,HR Manager For a leading multi speciality eye Hospital in Hyderabad,Global Incorporation for Staffing & Training,Hyderabad,5-10 Yrs,6-7.5 Lacs PA,"Payroll coordination,End To End Recruitment,HR Compliance,HR Operations,Healthcare recruitment,Performance Management System,Hospital HR,Talent Acquisition"
1551,Human Resources,Human Resource Manager,Talentouch,Hyderabad,10-15 Yrs,9.5-12 Lacs PA,"Human Resource Management,Recruitment Management,Training And Development,Talent Management,Talent Sourcing,Compensation And Benefits,Talent Acquisition,Development"
1552,Human Resources,Human Resource Manager,Cloudgency by KKIX Innovations Private Limted,Chennai,1-4 Yrs,"50,000-80,000 PA","HR Generalist Activities,HR Administration,HR Operations,Recruitment Management,Human Resource Management,Talent Management,Resource Management,Recruitment"
1553,Human Resources,HR Manager,Morning Star Brandcom,Thane,3-5 Yrs,Not Disclosed,"HR,HR Operations & Generalist,Labour Laws & POSH,PMS,Employee Engagement,Statutory Compliance,Talent Management,End-to-End Recruitment"
1554,Human Resources,Human Resources Manager,Marriott,Khera,3-8 Yrs,Not Disclosed,"Loss prevention,Claims,Performance management,Property management,Manager Quality Control,medical records,Advertising,Workers compensation"
1555,Human Resources,Human Resource Manager,Curispro Health Care Services,Hyderabad(Jubilee Hills),5-10 Yrs,Not Disclosed,"Payroll,Employee Relations,HR Operations,Recruitment,Talent Acquisition,Relationship,Resource,Management"
1556,Human Resources,HR Manager,Stemford India,New Delhi,3-8 Yrs,Not Disclosed,"Administration,Legal compliance,Conflict resolution,Standard operating procedures,HR policies,Scheduling,HR,MS Office"
1557,Human Resources,Human Resource Manager,Growfinity Consulting,"Hyderabad, Pune, Mumbai (All Areas)",7-10 Yrs,Not Disclosed,"Complaint Management,Performance Management System,Corporate HR,Employee Engagement,Performance Appraisal Process,Business HR,Employee Induction,Employee Grievances"
1558,Human Resources,HR Manager,Stemford India,New Delhi,5-7 Yrs,Not Disclosed,"Payroll,Performance management,Corporate governance,Organizational development,Analytical,Employee engagement,Succession planning,Talent management"
1559,Human Resources,HR Manager,Embarkgcc Services,Pune,10-12 Yrs,Not Disclosed,"law,power bi,hrsd,hr functions,roadmap,human resource management,strategic hr,hr operations"
1560,Human Resources,HR Manager,Mindfount Infotech (opc),Noida,5-10 Yrs,Not Disclosed,"Interpersonal skills,Talent acquisition,HRIS,Employee engagement,HR policies,HR,hr compliance,Recruitment"
1561,Human Resources,HR Manager,DMart,Bengaluru,15-22 Yrs,Not Disclosed,"Contract Labour Management,IR Issues,Statutory Compliance,Labour Laws,Industrial Relations,Union Management,PMS,Plant Hr"
1562,Human Resources,Human Resource Manager,Easemytrip,"Noida, Gurugram",3-8 Yrs,Not Disclosed,"HR,HR Operations,Recruitment,HRMS,HR Strategy,Performance Management System,Human Resource Management,Corporate HR"
1563,Human Resources,Human Resource Manager,Leading Client,Hyderabad,4-5 Yrs,Not Disclosed,"Communication Skills,HRM,Payroll Management,Corporate HR,Talent Acquisition,Management,Resource,Hrsd"
1564,Human Resources,"Human Resources Manager, NISG",National Institute for Smart Government (NISG),"New Delhi, Delhi / NCR",8-10 Yrs,Not Disclosed,"HR Policy Formulation,Employee Engagement,Performance Management,Recruitment,Talent Acquisition,Manpower Planning,Hr Metrics,HR Strategy"
1565,Human Resources,Human Resource Manager,Leading Client,Hyderabad,5-10 Yrs,Not Disclosed,"Human Resource Management,screening,headhunting,HR,recruitment strategy,sourcing,Recruitment,Resource management"
1566,Human Resources,HR Manager / HR Executive,Prima Urban Scapes Pvt Ltd,Hyderabad(Banjara hills),5-8 Yrs,3.5-6 Lacs PA,"PF & ESI,HR Operations,Recruitment,Payroll Processing,Compliance Management,Onboarding & Exit Formalities,Attendance Management,Leave Management"
1567,Human Resources,Human Resource Manager,Leading Client,Hyderabad,2-3 Yrs,Not Disclosed,"HR Operations,Payroll Management,recruitment,Employee Engagement,Grievance Management,HR Policies,Hrsd,Policies"
1568,Human Resources,Human Resource Manager,Leading Client,Hyderabad,5-8 Yrs,Not Disclosed,"HR,Payroll Management,Labour Laws,Industrial Relations,Compliance Management,Statutory Compliance,Relationship,Hrsd"
1569,Human Resources,HR Manager,Leading Client,Hyderabad,2-5 Yrs,Not Disclosed,"Human Resource Management,HR Generalist Activities,Manpower Planning,HR Policy Formulation,Performance Management System,Labour Laws,Payroll Administration,Statutory Compliance"
1570,Human Resources,HR Manager For a leading multi speciality eye Hospital in Hyderabad,Global Incorporation for Staffing & Training,Hyderabad,5-10 Yrs,6-7.5 Lacs PA,"Payroll coordination,End To End Recruitment,HR Compliance,HR Operations,Healthcare recruitment,Performance Management System,Hospital HR,Talent Acquisition"
1571,Human Resources,Human Resource Manager,Talentouch,Hyderabad,10-15 Yrs,9.5-12 Lacs PA,"Human Resource Management,Recruitment Management,Training And Development,Talent Management,Talent Sourcing,Compensation And Benefits,Talent Acquisition,Development"
1572,Human Resources,Human Resource Manager,Cloudgency by KKIX Innovations Private Limted,Chennai,1-4 Yrs,"50,000-80,000 PA","HR Generalist Activities,HR Administration,HR Operations,Recruitment Management,Human Resource Management,Talent Management,Resource Management,Recruitment"
1573,Human Resources,HR Manager,Morning Star Brandcom,Thane,3-5 Yrs,Not Disclosed,"HR,HR Operations & Generalist,Labour Laws & POSH,PMS,Employee Engagement,Statutory Compliance,Talent Management,End-to-End Recruitment"
1574,Human Resources,Human Resources Manager,Marriott,Khera,3-8 Yrs,Not Disclosed,"Loss prevention,Claims,Performance management,Property management,Manager Quality Control,medical records,Advertising,Workers compensation"
1575,Human Resources,Human Resource Manager,Curispro Health Care Services,Hyderabad(Jubilee Hills),5-10 Yrs,Not Disclosed,"Payroll,Employee Relations,HR Operations,Recruitment,Talent Acquisition,Relationship,Resource,Management"
1576,Human Resources,HR Manager,Stemford India,New Delhi,3-8 Yrs,Not Disclosed,"Administration,Legal compliance,Conflict resolution,Standard operating procedures,HR policies,Scheduling,HR,MS Office"
1577,Human Resources,Human Resource Manager,Growfinity Consulting,"Hyderabad, Pune, Mumbai (All Areas)",7-10 Yrs,Not Disclosed,"Complaint Management,Performance Management System,Corporate HR,Employee Engagement,Performance Appraisal Process,Business HR,Employee Induction,Employee Grievances"
1578,Human Resources,HR Manager,Stemford India,New Delhi,5-7 Yrs,Not Disclosed,"Payroll,Performance management,Corporate governance,Organizational development,Analytical,Employee engagement,Succession planning,Talent management"
1579,Human Resources,HR Manager,Embarkgcc Services,Pune,10-12 Yrs,Not Disclosed,"law,power bi,hrsd,hr functions,roadmap,human resource management,strategic hr,hr operations"
1580,Human Resources,HR Manager,Mindfount Infotech (opc),Noida,5-10 Yrs,Not Disclosed,"Interpersonal skills,Talent acquisition,HRIS,Employee engagement,HR policies,HR,hr compliance,Recruitment"
1581,Human Resources,Human Resource Manager - Core HR,Indian-based construction machinery export and mining solutions company,Raipur(Civil Lines),5-10 Yrs,Not Disclosed,
1582,Human Resources,Human Resource Manager ( 6 Days Working),Client of Network Manpower Consulting Pvt Ltd,Mumbai(Andheri East),10-12 Yrs,8.5-10 Lacs PA,
1583,Human Resources,Human Resource Manager,Suchirindia Constructions,Hyderabad(Banjara hills),5-8 Yrs,4-5.5 Lacs PA,
1584,Human Resources,HR Manager,Rama Medicare,Mathura(Farah),10-12 Yrs,5-6 Lacs PA,
1585,Human Resources,HR Manager- Hyderabad,MNC,Hyderabad,10-15 Yrs,Not Disclosed,
1586,Human Resources,Human Resource Manager,National Carriers Corporation,Mumbai(Andheri West),2-5 Yrs,Not Disclosed,
1587,Human Resources,HR Manager,Yogayatan Ports,Mumbai,2-5 Yrs,Not Disclosed,
1588,Human Resources,HR Manager,Leading Client,Vadodara,10-12 Yrs,Not Disclosed,
1589,Human Resources,HR Manager,TAURUS CORPORATE ADVISORY SERVICES LTD.,Mumbai,3-6 Yrs,Not Disclosed,
